,Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime,Percentage Difference (Correlated - Booles),Percentage Difference (Correlated - Independent),Percentage Difference (MC Correlated - Theoretical Correlated),Percentage Difference (MC Correlated - Theoretical Independent)
2673,drones_instance-114_network_8_deadline_12_corrsize_2,drones,114,4,4,8,12,2,22.706759682384615,0.1473174106177956,0.9234,113,0.5176,0.5253,0.5259,0.4529490615084299,0.525863577868232,0.5263567019931001,0.474884033203125,0.5666236877441406,0.5614407062530518,1.578246814983853,0.11409013120365942,-0.08684198385626657,0.006925676320217024
2674,drones_instance-114_network_8_deadline_12_corrsize_3,drones,114,4,4,8,12,3,6.657674785668234,0.3842586533194372,0.6896,113,0.9593,0.9604,0.9617,0.9509613768874918,0.9607559632025132,0.9625837142093158,0.4016957283020019,0.5623807907104492,3.2200751304626465,0.2495580742435227,0.1351772902152405,-0.09189084010770165,0.09816333549826145
2675,drones_instance-114_network_8_deadline_12_corrsize_4,drones,114,4,4,8,12,4,18.137111370278696,0.3516076146077737,0.4978,113,0.2036,0.205,0.2082,0.1415896131013925,0.1908889766184935,0.2116973421480363,0.3216378688812256,0.5445196628570557,11.115224838256836,2.209414024975981,1.536983669548515,-1.6797993026110913,8.31461257517123
2676,drones_instance-114_network_8_deadline_13_corrsize_2,drones,114,4,4,8,13,2,21.13942263568056,0.28072270805796,0.7363,113,0.9924,0.9939,0.9939,0.995915374032018,0.9924142776295232,0.992781748888328,0.4907395839691162,0.501549243927002,0.4520478248596191,0.15092061575611798,0.0,0.11251143089565992,0.1494840899966635
2677,drones_instance-114_network_8_deadline_13_corrsize_3,drones,114,4,4,8,13,3,18.547607524419472,0.0302922911795374,0.742,113,0.1003,0.1044,0.1147,0.0643613795157739,0.1007350640611354,0.1165182770190438,0.4804029464721679,0.5275077819824219,29.91711902618408,12.55448997384481,8.979947689625101,-1.5852458753651277,12.175183904851435
2678,drones_instance-114_network_8_deadline_13_corrsize_4,drones,114,4,4,8,13,4,24.26866216357871,0.0572832032192036,0.4494,113,0.9556,0.9578,0.9573,0.9476231522506408,0.9584191539808298,0.9588373137585158,0.3965237140655517,0.6606624126434326,407.261549949646,0.17758278491591295,-0.05223023085761464,-0.16058850501574584,-0.1169073415679238
2679,drones_instance-114_network_8_deadline_14_corrsize_2,drones,114,4,4,8,14,2,10.608351192178832,0.088745010694796,0.9427,113,0.9935,0.9995,0.9995,1.0,0.9991135702527708,0.9991779601952472,0.3323781490325928,0.3793683052062988,2.164045810699463,0.600300150075038,0.0,0.03222009052054744,0.03866230587586237
2680,drones_instance-114_network_8_deadline_14_corrsize_3,drones,114,4,4,8,14,3,27.27623564873291,0.4661494877364406,0.5803,113,0.9511,0.9529,0.9538,0.9387302940693016,0.951211872645198,0.9539982654960324,0.3293294906616211,0.5806150436401367,1.2372891902923584,0.28307821346194545,0.09435940448731515,-0.020786904595555947,0.27134906215160004
2681,drones_instance-114_network_8_deadline_14_corrsize_4,drones,114,4,4,8,14,4,17.450187307855977,0.0545693690742666,0.6899,113,0.5258,0.534,0.5327,0.4657403895873425,0.5389576359820004,0.5396919482633704,0.3532381057739258,0.7400474548339844,20.504327058792114,1.2952881546836694,-0.2440397972592602,-1.3125489512615849,-1.1747017048996555
2682,drones_instance-114_network_9_deadline_10_corrsize_2,drones,114,4,4,9,10,2,14.052235354120445,0.5648740885950625,0.6567,113,0.3063,0.3056,0.312,0.2114185913705539,0.274444994179723,0.3092582418017228,0.5484457015991211,0.763960599899292,0.6089076995849609,1.8269230769230715,2.051282051282057,0.8787686532939778,12.036860839832368
2687,drones_instance-114_network_9_deadline_11_corrsize_4,drones,114,4,4,9,11,4,5.977179143798398,0.0706253030563081,0.7934,113,0.9947,0.9996,0.9996,1.0,0.9991135702527708,0.9991457291102706,0.4185030460357666,0.3697819709777832,19.81170463562012,0.4901960784313741,0.0,0.04544526707978103,0.04866243969880286
2688,drones_instance-114_network_9_deadline_12_corrsize_2,drones,114,4,4,9,12,2,34.36535021208524,0.0501229456896144,0.9086,113,0.2032,0.2089,0.2166,0.1775427726413333,0.2332136118087077,0.2154640642122342,0.5785868167877197,0.556795597076416,0.6293704509735107,6.186518928901199,3.5549399815327725,0.5244394218678551,-7.670180890446774
2689,drones_instance-114_network_9_deadline_12_corrsize_3,drones,114,4,4,9,12,3,24.988120805758783,0.0290953433222043,0.7838,113,0.8076,0.81,0.8179,0.7410277977371357,0.7881021885634512,0.8196027643264551,0.4692714214324951,0.5636491775512695,3.423605442047119,1.2593226555813641,0.9658882503973478,-0.2081873488757927,3.6432096144453854
2690,drones_instance-114_network_9_deadline_12_corrsize_4,drones,114,4,4,9,12,4,17.797525096438886,0.1253232761632715,0.7411,113,0.0845,0.0927,0.0996,0.0698703610286844,0.1055901719977047,0.1032059612753983,0.3255288600921631,0.5341610908508301,5.588210105895996,15.160642570281112,6.927710843373484,-3.620443047588661,-6.014228913358132
2691,drones_instance-114_network_9_deadline_13_corrsize_2,drones,114,4,4,9,13,2,29.337527720148906,0.4119890066043769,0.7551,113,0.8701,0.8733,0.8724,0.8377294188679182,0.870764712134504,0.8703977756991055,0.539766788482666,0.5242462158203125,0.6627168655395508,0.26364053186611286,-0.10316368638239477,0.229507599827427,0.18744702722328496
2692,drones_instance-114_network_9_deadline_13_corrsize_3,drones,114,4,4,9,13,3,17.893386816295543,0.3911319715394348,0.6488,113,0.9945,0.9999,0.9999,1.0,0.9991135702527708,0.999124420458018,0.3225133419036865,0.3710296154022217,0.4495220184326172,0.540054005400536,0.0,0.07756571076928104,0.07865083980690073
2693,drones_instance-114_network_9_deadline_13_corrsize_4,drones,114,4,4,9,13,4,32.20527754154129,0.2636685277346448,0.6246,113,0.4541,0.4546,0.4546,0.3927163042278379,0.4613070671391849,0.4564199544188093,0.3325016498565674,0.582338809967041,3.252073287963867,0.10998680158381002,0.0,-0.4003419311063083,-1.4753777252936422
2694,drones_instance-114_network_9_deadline_14_corrsize_2,drones,114,4,4,9,14,2,37.685791725184174,0.9520911313707024,0.2188,113,0.0471,0.0537,0.054,0.0330601664996778,0.0563238259089768,0.056481958593231,0.4026908874511719,0.5685670375823975,0.7355949878692627,12.777777777777771,0.5555555555555586,-4.596219617094442,-4.3033813129199965
2695,drones_instance-114_network_9_deadline_14_corrsize_3,drones,114,4,4,9,14,3,14.431906366404084,0.5108162607036995,0.4047,113,0.9941,0.9996,0.9996,1.0,0.9989725079524806,0.9989700042685584,0.3218915462493896,0.4631578922271728,0.5857720375061035,0.5502200880352202,0.0,0.06302478305738533,0.0627743144777351
2696,drones_instance-114_network_9_deadline_14_corrsize_4,drones,114,4,4,9,14,4,21.214989499786597,0.5169870663770132,0.4,113,0.9928,0.9998,0.9998,1.0,0.9991135702527708,0.999117310854392,0.3549492359161377,0.3735346794128418,0.4113035202026367,0.7001400280056017,0.0,0.06828257107501343,0.06865670606413396
2697,drones_instance-117_network_10_deadline_10_corrsize_2,drones,117,4,4,10,10,2,28.523330341182863,0.6926855850114135,0.5224,111,0.9123,0.9178,0.9175,0.8848683903521345,0.908631792588924,0.9116617394770626,0.3285412788391113,0.4611592292785644,0.5835204124450684,0.566757493188009,-0.03269754768392011,0.6363226727997106,0.9665621156486068
2699,drones_instance-117_network_10_deadline_10_corrsize_4,drones,117,4,4,10,10,4,29.183155320010083,0.3362438262200096,0.4285,111,0.056,0.0582,0.065,0.0519410661057985,0.0808797003947985,0.0629404725675689,0.2840402126312256,0.6233508586883545,9.28982162475586,13.846153846153847,10.461538461538462,3.1685037422016866,-24.430308299689994
2700,drones_instance-117_network_10_deadline_11_corrsize_2,drones,117,4,4,10,11,2,67.87758682423231,0.4380023535737618,0.7461,111,0.2246,0.2414,0.2494,0.1437397229314706,0.2039907070459382,0.2555502193062817,0.2836005687713623,0.6139559745788574,1.2220327854156494,9.943865276664,3.2076984763432264,-2.4660061372420525,18.207414977570895
2701,drones_instance-117_network_10_deadline_11_corrsize_3,drones,117,4,4,10,11,3,32.60189171864119,0.338803584901782,0.459,111,0.6144,0.6158,0.6158,0.5505882802878332,0.6115682815350062,0.6101704918685127,0.283696174621582,0.3247208595275879,0.5631058216094971,0.22734654108477878,0.0,0.9141780012158698,0.6871903970434908
2702,drones_instance-117_network_10_deadline_11_corrsize_4,drones,117,4,4,10,11,4,30.371658261884857,0.0480083846290604,0.4907,111,0.2611,0.2754,0.2756,0.175252198361499,0.2411874383483551,0.2772773218100341,0.2931160926818847,0.5587937831878662,16.733744144439697,5.261248185776492,0.07256894049348094,-0.6086073331038115,12.48641569363023
2703,drones_instance-117_network_10_deadline_12_corrsize_2,drones,117,4,4,10,12,2,48.23369353184962,0.1770133915479838,0.8872,111,0.5758,0.5775,0.5768,0.5171005800197335,0.5812900544104219,0.5846274895975839,0.2810969352722168,0.4773585796356201,0.7340819835662842,0.17337031900138714,-0.12135922330097676,-1.357054368513167,-0.7784421654684361
2704,drones_instance-117_network_10_deadline_12_corrsize_3,drones,117,4,4,10,12,3,50.28126026740696,0.1538198075318563,0.6046,111,0.6902,0.6991,0.7019,0.6050373380549693,0.6662895291155309,0.6944588505891326,0.4280214309692383,0.5950002670288086,5.706480979919434,1.666904117395631,0.39891722467586754,1.0601438112077755,5.073439362369157
2705,drones_instance-117_network_10_deadline_12_corrsize_4,drones,117,4,4,10,12,4,37.8588859642125,0.000347312238853,0.9229,111,0.7718,0.778,0.7789,0.7248672822065395,0.7728770193680482,0.7712393995727486,0.2915349006652832,0.4527027606964111,37.981924295425415,0.9115419180896129,0.11554756708178353,0.9835152686161861,0.7732675095585871
2706,drones_instance-117_network_10_deadline_13_corrsize_2,drones,117,4,4,10,13,2,1.4793937391122152,0.8787975990935581,0.3419,111,0.9915,0.9997,0.9998,1.0,0.9992401549499365,0.999241896556646,0.2789394855499267,0.3952770233154297,1.7129337787628174,0.8301660332066387,0.010002000400078915,0.05582150863713264,0.0559957041471862
2707,drones_instance-117_network_10_deadline_13_corrsize_3,drones,117,4,4,10,13,3,13.80282407878473,0.1759631739056454,0.5228,111,0.9927,0.9996,0.9997,1.0,0.9992401549499365,0.9992508130390892,0.3551938533782959,0.4752509593963623,9.297743082046509,0.7002100630189063,0.010003000900268979,0.044932175743801706,0.04599830449770718
2708,drones_instance-117_network_10_deadline_13_corrsize_4,drones,117,4,4,10,13,4,7.93780110685477,0.3549036265408666,0.5206,111,0.9924,0.9972,0.9972,1.0,0.9968731560977512,0.997090958157916,0.2807812690734863,0.3623013496398926,0.7848265171051025,0.481347773766549,0.0,0.010934801653021914,0.03277616348263105
2709,drones_instance-117_network_10_deadline_14_corrsize_2,drones,117,4,4,10,14,2,69.3076113911339,0.5210066614090421,0.6736,111,0.9912,0.996,0.996,0.9782512169344976,0.9961651383027168,0.9961645230856728,0.2756545543670654,1.3082728385925293,0.4878485202789306,0.48192771084337616,0.0,-0.01651838209566563,-0.016580150875181245
2710,drones_instance-117_network_10_deadline_14_corrsize_3,drones,117,4,4,10,14,3,35.1090368280008,0.054040821451841,0.8572,111,0.9913,0.9946,0.9951,0.9938154450156288,0.9929447858004844,0.9933990425147942,0.4131655693054199,0.3341505527496338,3.77905011177063,0.3818711687267637,0.05024620641141041,0.1709333217973895,0.21658267505934953
2711,drones_instance-117_network_10_deadline_14_corrsize_4,drones,117,4,4,10,14,4,33.816556922567585,0.0678686493037765,0.6808,111,0.9933,0.998,0.9979,1.0,0.9969766362347638,0.9964884022576675,0.3160548210144043,1.290886163711548,66.86034774780273,0.46096803286902976,-0.010021044192803787,0.14145683358377192,0.09253069097466306
2712,drones_instance-117_network_1_deadline_10_corrsize_2,drones,117,4,4,1,10,2,45.1004690499561,0.7177067144215118,0.4433,111,0.2202,0.2359,0.2357,0.149712354130173,0.2114885806950922,0.2363292456106136,0.3111779689788818,0.5872976779937744,1.1311743259429932,6.576156130674581,-0.08485362749257774,-0.2669688632217292,10.272133773825967
2714,drones_instance-117_network_1_deadline_10_corrsize_4,drones,117,4,4,1,10,4,31.15656198849011,0.3594433637281415,0.4463,111,0.8263,0.8295,0.8283,0.7750154310016062,0.8139478827324694,0.8262202141275886,0.3158285617828369,0.4727456569671631,4.68069314956665,0.2414584087890863,-0.14487504527344908,0.2510908936872415,1.732719699086153
2716,drones_instance-117_network_1_deadline_11_corrsize_3,drones,117,4,4,1,11,3,15.413641681403874,0.5337602298908907,0.4198,111,0.0709,0.0726,0.0742,0.0599161610177159,0.0885279691425619,0.0773745037158741,0.3896491527557373,0.4089412689208984,1.6203510761260986,4.4474393530997265,2.1563342318059355,-4.278306894709018,-19.309931458978305
2717,drones_instance-117_network_1_deadline_11_corrsize_4,drones,117,4,4,1,11,4,25.189539476844363,0.7420649997764225,0.2389,111,0.9894,0.9936,0.9936,0.995589639043211,0.9939451403634468,0.9939655251104468,0.2798023223876953,0.3275353908538818,2.4137768745422363,0.42270531400967115,0.0,-0.03678795394995375,-0.034736348978139514
2718,drones_instance-117_network_1_deadline_12_corrsize_2,drones,117,4,4,1,12,2,27.728039577240768,0.8020292393071919,0.4193,111,0.1991,0.2154,0.2169,0.1605118077684691,0.2204806175277872,0.213683410189195,0.2792243957519531,0.4772274494171142,1.393045425415039,8.206546795758419,0.6915629322268332,1.4829828542208383,-1.650814904466198
2719,drones_instance-117_network_1_deadline_12_corrsize_3,drones,117,4,4,1,12,3,14.632875405076476,0.3669432909745451,0.6393,111,0.1156,0.1184,0.1225,0.0510724460292864,0.0781618804733333,0.1166204590705531,0.2811877727508545,0.4944350719451904,1.3834421634674072,5.6326530612244925,3.3469387755101976,4.799625248528079,36.19438328707485
2720,drones_instance-117_network_1_deadline_12_corrsize_4,drones,117,4,4,1,12,4,3.323769404094062,0.4803862896079948,0.4148,111,0.9929,0.9997,0.9997,1.0,0.9992401549499365,0.9992490773188256,0.2807605266571045,0.3062245845794678,3.4317374229431152,0.6802040612183683,0.0,0.04510579985739871,0.04599830449770718
2721,drones_instance-117_network_1_deadline_13_corrsize_2,drones,117,4,4,1,13,2,42.184222370939054,0.1028007349772543,0.947,111,0.4136,0.4271,0.4286,0.3784344668870564,0.4462559850548613,0.4282667547064386,0.4967541694641113,0.445720911026001,0.6986708641052246,3.4997666822211753,0.34997666822211887,0.07775205169420893,-4.11945521578659
2722,drones_instance-117_network_1_deadline_13_corrsize_3,drones,117,4,4,1,13,3,4.936201518459771,0.3465692968699847,0.5702,111,0.9928,0.9995,0.9996,1.0,0.9992401549499365,0.999246213311395,0.3506147861480713,0.3263392448425293,0.3884732723236084,0.6802721088435403,0.010004001600639153,0.035392825990904805,0.035998904568186246
2723,drones_instance-117_network_1_deadline_13_corrsize_4,drones,117,4,4,1,13,4,25.093495989124875,0.0160849268267644,0.5714,111,0.9445,0.9504,0.95,0.933107422659628,0.9476405348660432,0.9472800975889852,0.2818574905395508,0.508251428604126,2.51712965965271,0.5789473684210473,-0.042105263157901786,0.28630551694891776,0.24836475094282057
2724,drones_instance-117_network_1_deadline_14_corrsize_2,drones,117,4,4,1,14,2,55.85795387602311,0.3877505607046271,0.6609,111,0.9207,0.925,0.9259,0.9029809371528682,0.922570735878557,0.9254833205491054,0.2832591533660888,0.4430060386657715,2.6202046871185303,0.5616157252403048,0.09720272167619623,0.04500264077054966,0.3595705930924468
2725,drones_instance-117_network_1_deadline_14_corrsize_3,drones,117,4,4,1,14,3,16.87008115867094,0.4600492234911694,0.4595,111,0.9728,0.9763,0.9767,0.969458307390935,0.9755530575121693,0.9754364746942086,0.5175817012786865,0.6045701503753662,0.6738476753234863,0.39930377802805517,0.04095423364390979,0.12936677647091588,0.11743037655685062
2726,drones_instance-117_network_1_deadline_14_corrsize_4,drones,117,4,4,1,14,4,28.32744522370212,0.4387510986727311,0.3786,111,0.9936,0.9998,0.9998,1.0,0.9992401549499365,0.9992457407113436,0.3656508922576904,0.4770832061767578,2.406558990478516,0.6201240248049593,0.0,0.055437016268891574,0.0559957041471862
2727,drones_instance-117_network_2_deadline_10_corrsize_2,drones,117,4,4,2,10,2,58.12162486058164,0.6938370439317688,0.4902,111,0.2061,0.2168,0.2158,0.1549908750764128,0.2159476373533528,0.2207236193156468,0.2758870124816894,0.6736071109771729,1.5900094509124756,4.494902687673766,-0.4633920296570903,-2.281565947936425,-0.06841397282335379
2728,drones_instance-117_network_2_deadline_10_corrsize_3,drones,117,4,4,2,10,3,10.74823798637312,0.0237863165771148,0.7822,111,0.9802,0.9838,0.9839,0.9796745313688814,0.9832990301598624,0.9841178972364863,0.2850384712219238,0.4771745204925537,18.571443557739254,0.37605447708100787,0.010163634515701696,-0.02214627873628956,0.06108037810118685
2730,drones_instance-117_network_2_deadline_11_corrsize_2,drones,117,4,4,2,11,2,41.93157894186202,0.5718025132118676,0.5916,111,0.9526,0.957,0.9567,0.9435418080722744,0.9551987277624217,0.9550992386867408,0.2766680717468261,0.4635484218597412,1.239268779754639,0.4285564962893272,-0.03135779241141078,0.16732113653801056,0.15692194393000353
2731,drones_instance-117_network_2_deadline_11_corrsize_3,drones,117,4,4,2,11,3,41.25807068973656,0.0719848982335875,0.865,111,0.0592,0.0648,0.0651,0.0403151209954705,0.064407759253592,0.061653965380504,0.4320492744445801,0.5748543739318848,5.349618911743164,9.062980030721969,0.46082949308757076,5.293447956215059,1.0633498408725062
2732,drones_instance-117_network_2_deadline_11_corrsize_4,drones,117,4,4,2,11,4,3.7374979088469047,0.1341798701622377,0.64,111,0.9933,0.9999,0.9999,1.0,0.9992401549499365,0.9992582039726392,0.2770969867706299,0.3212974071502685,0.4877653121948242,0.6600660066006651,0.0,0.06418602133821463,0.06599110411676734
2733,drones_instance-117_network_2_deadline_12_corrsize_2,drones,117,4,4,2,12,2,29.1711711695434,0.1966084424970507,0.867,111,0.9039,0.9072,0.9092,0.8681906633659241,0.8937455295523822,0.9075193613513688,0.2805981636047363,0.4084799289703369,1.4851810932159424,0.5829300483941895,0.21997360316762005,0.18484806958108405,1.6997877747049965
2734,drones_instance-117_network_2_deadline_12_corrsize_3,drones,117,4,4,2,12,3,13.270376408797189,0.1321275454197325,0.5593,111,0.6248,0.6269,0.6298,0.5426331849621205,0.6036093362469731,0.6277024273132079,0.494117259979248,0.5576314926147461,10.765304565429688,0.7939028262940623,0.4604636392505579,0.3330537768802977,4.158568395209102
2735,drones_instance-117_network_2_deadline_12_corrsize_4,drones,117,4,4,2,12,4,24.172074694697542,0.0066067399296462,0.8361,111,0.9517,0.9547,0.9555,0.9366711056919992,0.9504349108660548,0.9524663368288122,0.4248025417327881,0.5368561744689941,140.10360860824585,0.3976975405546861,0.0837257980115147,0.3174948373822926,0.5300982871737531
2736,drones_instance-117_network_2_deadline_13_corrsize_2,drones,117,4,4,2,13,2,24.51983601154956,0.5286627277093753,0.5748,111,0.9795,0.9834,0.9834,0.9776494140295324,0.9814960688538672,0.9819938368955102,0.3657851219177246,0.4092469215393066,0.5949130058288574,0.39658328248932423,0.0,0.1429899435112692,0.19360699065821163
